Propertyname_name,Propertyname_address,Propertyname_price,Propertyname_Name,Propertyname_location,Propertyname_description,Propertyname_imageurl,Bathroom(s),Bedroom(s),Built-up area,Built-up price,Car Parks,Lot type,Property type,price_per_sqft
Nadi Bangsar Service Residence,"Off Jalan Maarof, Bangsar, 59100, Kuala Lumpur, Bangsar, Kuala Lumpur",1.0,Nadi Bangsar Service Residence,"Nadi Bangsar Service Residence, Bangsar, Kuala Lumpur","WTL
For Rent
Nadi Bangsar
Studio
Fully Furnished
1 Carpark
441sf
Available after 12 October 2024
Asking Rental RM2300 negotiable
Contact
Anna Ang
REN 48294
PropNex Realty Sdn Bhd
wa.me/+60166239933",https://d5dkjitd3iude.cloudfront.net/eyJidWNrZXQiOiJ3d3cudGhlZWRnZXByb3BlcnR5LmNvbS5teSIsImtleSI6InMzZnMtcHVibGljXC8xMDU0MDFfMTcyMjI5NTY2NV81RWRnUHJvNV8xNzIyMjk1NjYxMjM1XzAuanBnIiwidmVyc2lvbiI6IjEiLCJlZGl0cyI6eyJyZXNpemUiOnsiZml0Ijoib3V0c2lkZSIsImhlaWdodCI6NzIwfSwiVEVQV2F0ZXJtYXJrIjp7Im9wdGlvbnMiOnsibmFtZSI6IkFOTkEgQU5HIiwiZ3Jhdml0eSI6InNvdXRoZWFzdCJ9fX19,1.0,3.0,441.0,RM 5/sqft,1.0,non bumi lot,condominium,0.0022675736961451248
Nadi Bangsar Service Residence,"Off Jalan Maarof, Bangsar, 59100, Kuala Lumpur, Bangsar, Kuala Lumpur",2.0,Nadi Bangsar Service Residence,"Nadi Bangsar Service Residence, Bangsar, Kuala Lumpur","WTL
For Rent
Nadi Bangsar
Fully Furnished
1076sf
2 Bedrooms
2 Bathrooms
1 Carpark
Asking Price RM4100 negotiatable
Contact
Anna Ang
REN 48294
PropNex Realty Sdn Bhd
wa.me/+60166239933",https://d5dkjitd3iude.cloudfront.net/eyJidWNrZXQiOiJ3d3cudGhlZWRnZXByb3BlcnR5LmNvbS5teSIsImtleSI6InMzZnMtcHVibGljXC8xMDU0MDFfMTczMDk1OTExOV81RWRnUHJvNV8xNzMwOTU5MTEzMTc3XzAuanBnIiwidmVyc2lvbiI6IjEiLCJlZGl0cyI6eyJyZXNpemUiOnsiZml0Ijoib3V0c2lkZSIsImhlaWdodCI6NzIwfSwiVEVQV2F0ZXJtYXJrIjp7Im9wdGlvbnMiOnsibmFtZSI6IkFOTkEgQU5HIiwiZ3Jhdml0eSI6InNvdXRoZWFzdCJ9fX19,2.0,2.0,1076.0,RM 3/sqft,1.0,non bumi lot,condominium,0.0018587360594795538
Nadi Bangsar Service Residence,"Off Jalan Maarof, Bangsar, 59100, Kuala Lumpur, Bangsar, Kuala Lumpur",1.0,Nadi Bangsar Service Residence,"Nadi Bangsar Service Residence, Bangsar, Kuala Lumpur","WTL
For Rent
Nadi Bangsar
Fully Furnished
689sf
1+1 Bedroom
1 Bathroom
1 Carpark
Asking Rental RM3000
Contact
Anna Ang
REN 48294
PropNex Realty Sdn Bhd
016-6239933",https://d5dkjitd3iude.cloudfront.net/eyJidWNrZXQiOiJ3d3cudGhlZWRnZXByb3BlcnR5LmNvbS5teSIsImtleSI6InMzZnMtcHVibGljXC8xMDU0MDFfMTc0NjQ4NzE4MF81RWRnUHJvNV8xNzQ2NDg3MTczMzI1XzAuanBnIiwidmVyc2lvbiI6IjEiLCJlZGl0cyI6eyJyZXNpemUiOnsiZml0Ijoib3V0c2lkZSIsImhlaWdodCI6NzIwfSwiVEVQV2F0ZXJtYXJrIjp7Im9wdGlvbnMiOnsibmFtZSI6IkFOTkEgQU5HIiwiZ3Jhdml0eSI6InNvdXRoZWFzdCJ9fX19,1.0,2.0,689.0,RM 4/sqft,1.0,non bumi lot,condominium,0.001451378809869376
Nadi Bangsar Service Residence,"Off Jalan Maarof, Bangsar, 59100, Kuala Lumpur, Bangsar, Kuala Lumpur",2.0,Nadi Bangsar Service Residence,"Nadi Bangsar Service Residence, Bangsar, Kuala Lumpur","WTL
For Rent
Nadi Bangsar
Fully Furnished
980sf
2 Bedrooms
2 Bathrooms
1 Carpark
Asking Rental RM3800
Contact
Anna Ang
REN 48294
PropNex Realty Sdn Bhd
0166239933",https://d5dkjitd3iude.cloudfront.net/eyJidWNrZXQiOiJ3d3cudGhlZWRnZXByb3BlcnR5LmNvbS5teSIsImtleSI6InMzZnMtcHVibGljXC8xMDU0MDFfMTc0NjUxMzc1OF81RWRnUHJvNV8xNzQ2NTEzNzU0NjgzXzAuanBnIiwidmVyc2lvbiI6IjEiLCJlZGl0cyI6eyJyZXNpemUiOnsiZml0Ijoib3V0c2lkZSIsImhlaWdodCI6NzIwfSwiVEVQV2F0ZXJtYXJrIjp7Im9wdGlvbnMiOnsibmFtZSI6IkFOTkEgQU5HIiwiZ3Jhdml0eSI6InNvdXRoZWFzdCJ9fX19,2.0,2.0,980.0,RM 3/sqft,1.0,,condominium,0.0020408163265306124
Nadi Bangsar Service Residence,"Off Jalan Maarof, Bangsar, 59100, Kuala Lumpur, Bangsar, Kuala Lumpur",2.0,Nadi Bangsar Service Residence,"Nadi Bangsar Service Residence, Bangsar, Kuala Lumpur","WTL
For Rent
Nadi Bangsar
Fully Furnished
1076sf
2 Bedrooms
2 Bathrooms
1 Carpark
Asking Rental RM4000 negotiable
Contact
Anna Ang
REN 48294
PropNex Realty Sdn Bhd
0166239933",https://d5dkjitd3iude.cloudfront.net/eyJidWNrZXQiOiJ3d3cudGhlZWRnZXByb3BlcnR5LmNvbS5teSIsImtleSI6InMzZnMtcHVibGljXC8xMDU0MDFfMTc0NjUyMDA0M181RWRnUHJvNV8xNzQ2NTIwMDQwNTE4XzAuanBnIiwidmVyc2lvbiI6IjEiLCJlZGl0cyI6eyJyZXNpemUiOnsiZml0Ijoib3V0c2lkZSIsImhlaWdodCI6NzIwfSwiVEVQV2F0ZXJtYXJrIjp7Im9wdGlvbnMiOnsibmFtZSI6IkFOTkEgQU5HIiwiZ3Jhdml0eSI6InNvdXRoZWFzdCJ9fX19,2.0,2.0,1076.0,RM 3/sqft,1.0,non bumi lot,condominium,0.0018587360594795538
Nadi Bangsar Service Residence,"Off Jalan Maarof, Bangsar, 59100, Kuala Lumpur, Bangsar, Kuala Lumpur",2.0,Nadi Bangsar Service Residence,"Nadi Bangsar Service Residence, Bangsar, Kuala Lumpur","WTL
For Rent
Nadi Bangsar
Fully Furnished
1076sf
2 Bedrooms
2 Bathrooms
1 Carpark
Asking Rental RM3500 (2 years tenancy)
Contact
Anna Ang
REN 48294
PropNex Realty Sdn Bhd
0166239933",https://d5dkjitd3iude.cloudfront.net/eyJidWNrZXQiOiJ3d3cudGhlZWRnZXByb3BlcnR5LmNvbS5teSIsImtleSI6InMzZnMtcHVibGljXC8xMDU0MDFfMTc0NjUyMjA2NF81RWRnUHJvNV8xNzQ2NTIyMDU1OTkwXzAuanBnIiwidmVyc2lvbiI6IjEiLCJlZGl0cyI6eyJyZXNpemUiOnsiZml0Ijoib3V0c2lkZSIsImhlaWdodCI6NzIwfSwiVEVQV2F0ZXJtYXJrIjp7Im9wdGlvbnMiOnsibmFtZSI6IkFOTkEgQU5HIiwiZ3Jhdml0eSI6InNvdXRoZWFzdCJ9fX19,2.0,2.0,1076.0,RM 3/sqft,1.0,non bumi lot,condominium,0.0018587360594795538
Nadi Bangsar Service Residence,"Off Jalan Maarof, Bangsar, 59100, Kuala Lumpur, Bangsar, Kuala Lumpur",2.0,Nadi Bangsar Service Residence,"Nadi Bangsar Service Residence, Bangsar, Kuala Lumpur","WTL
For Rent
Nadi Bangsar
Fully Furnished
990sf
2 Bedrooms
2 Bathrooms
1 Carpark
Asking Rental RM4600 negotiable
Contact
Anna Ang
REN 48294
PropNex Realty Sdn Bhd
0166239933",https://d5dkjitd3iude.cloudfront.net/eyJidWNrZXQiOiJ3d3cudGhlZWRnZXByb3BlcnR5LmNvbS5teSIsImtleSI6InMzZnMtcHVibGljXC8xMDU0MDFfMTc0NjUyOTIxMV81RWRnUHJvNV8xNzQ2NTI5MjA4MjY3XzAuanBnIiwidmVyc2lvbiI6IjEiLCJlZGl0cyI6eyJyZXNpemUiOnsiZml0Ijoib3V0c2lkZSIsImhlaWdodCI6NzIwfSwiVEVQV2F0ZXJtYXJrIjp7Im9wdGlvbnMiOnsibmFtZSI6IkFOTkEgQU5HIiwiZ3Jhdml0eSI6InNvdXRoZWFzdCJ9fX19,2.0,2.0,990.0,RM 4/sqft,1.0,non bumi lot,condominium,0.00202020202020202
Nadi Bangsar Service Residence,"Off Jalan Maarof, Bangsar, 59100, Kuala Lumpur, Bangsar, Kuala Lumpur",2.0,Nadi Bangsar Service Residence,"Nadi Bangsar Service Residence, Bangsar, Kuala Lumpur","WTL
For Rent
Nadi Bangsar
Fully Furnished
689
1+1 Bedrooms
1 Bathrooms
1 Carpark
Asking Rental RM3500 negotiable
Contact
Anna Ang
REN 48294
PropNex Realty Sdn Bhd
0166239933",https://d5dkjitd3iude.cloudfront.net/eyJidWNrZXQiOiJ3d3cudGhlZWRnZXByb3BlcnR5LmNvbS5teSIsImtleSI6InMzZnMtcHVibGljXC8xMDU0MDFfMTc0NjUyOTk0OV81RWRnUHJvNV8xNzQ2NTI5OTQzMjI2XzAuanBnIiwidmVyc2lvbiI6IjEiLCJlZGl0cyI6eyJyZXNpemUiOnsiZml0Ijoib3V0c2lkZSIsImhlaWdodCI6NzIwfSwiVEVQV2F0ZXJtYXJrIjp7Im9wdGlvbnMiOnsibmFtZSI6IkFOTkEgQU5HIiwiZ3Jhdml0eSI6InNvdXRoZWFzdCJ9fX19,2.0,2.0,689.0,RM 5/sqft,1.0,non bumi lot,condominium,0.002902757619738752
Nadi Bangsar Service Residence,"Off Jalan Maarof, Bangsar, 59100, Kuala Lumpur, Bangsar, Kuala Lumpur",1.0,Nadi Bangsar Service Residence,"Nadi Bangsar Service Residence, Bangsar, Kuala Lumpur","WTL
For Rent
Nadi Bangsar
Fully Furnished
689
1+1 Bedrooms
1 Bathrooms
1 Carpark
Asking Rental RM3500 negotiable
Contact
Anna Ang
REN 48294
PropNex Realty Sdn Bhd
0166239933",https://d5dkjitd3iude.cloudfront.net/eyJidWNrZXQiOiJ3d3cudGhlZWRnZXByb3BlcnR5LmNvbS5teSIsImtleSI6InMzZnMtcHVibGljXC8xMDU0MDFfMTc0NzU3MDI2N181RWRnUHJvNV8xNzQ3NTcwMjYyOTE3XzAuanBnIiwidmVyc2lvbiI6IjEiLCJlZGl0cyI6eyJyZXNpemUiOnsiZml0Ijoib3V0c2lkZSIsImhlaWdodCI6NzIwfSwiVEVQV2F0ZXJtYXJrIjp7Im9wdGlvbnMiOnsibmFtZSI6IkFOTkEgQU5HIiwiZ3Jhdml0eSI6InNvdXRoZWFzdCJ9fX19,1.0,2.0,689.0,RM 5/sqft,1.0,non bumi lot,condominium,0.001451378809869376
Nadi Bangsar Service Residence,"Off Jalan Maarof, Bangsar, 59100, Kuala Lumpur, Bangsar, Kuala Lumpur",1.0,Nadi Bangsar Service Residence,"Nadi Bangsar Service Residence, Bangsar, Kuala Lumpur","WTL
For Rent
Nadi Bangsar
Fully Furnished
689sf
1+1 Bedroom
1 Bathroom
1 Carpark
Asking Rental RM3200 Negotiable
Contact
Anna Ang
REN 48294
PropNex Realty Sdn Bhd
016-6239933",https://d5dkjitd3iude.cloudfront.net/eyJidWNrZXQiOiJ3d3cudGhlZWRnZXByb3BlcnR5LmNvbS5teSIsImtleSI6InMzZnMtcHVibGljXC8xMDU0MDFfMTc0ODE3MTc3NV81RWRnUHJvNV8xNzQ4MTcxNzcwOTc1XzAuanBnIiwidmVyc2lvbiI6IjEiLCJlZGl0cyI6eyJyZXNpemUiOnsiZml0Ijoib3V0c2lkZSIsImhlaWdodCI6NzIwfSwiVEVQV2F0ZXJtYXJrIjp7Im9wdGlvbnMiOnsibmFtZSI6IkFOTkEgQU5HIiwiZ3Jhdml0eSI6InNvdXRoZWFzdCJ9fX19,1.0,2.0,689.0,RM 4/sqft,1.0,non bumi lot,condominium,0.001451378809869376
Nadi Bangsar Service Residence,"Off Jalan Maarof, Bangsar, 59100, Kuala Lumpur, Bangsar, Kuala Lumpur",1.0,Nadi Bangsar Service Residence,"Nadi Bangsar Service Residence, Bangsar, Kuala Lumpur","WTL
For Rent
Nadi Bangsar
441sf
Studio
1 Bedroom
Asking Rental from RM2000
Contact
Anna Ang
REN 48294
PropNex Realty Sdn Bhd
016-6239933",https://d5dkjitd3iude.cloudfront.net/eyJidWNrZXQiOiJ3d3cudGhlZWRnZXByb3BlcnR5LmNvbS5teSIsImtleSI6InMzZnMtcHVibGljXC8xMDU0MDFfMTc0OTM5NTgxNV81RWRnUHJvNV8xNzQ5Mzk1ODE0MDIyXzAuanBnIiwidmVyc2lvbiI6IjEiLCJlZGl0cyI6eyJyZXNpemUiOnsiZml0Ijoib3V0c2lkZSIsImhlaWdodCI6NzIwfSwiVEVQV2F0ZXJtYXJrIjp7Im9wdGlvbnMiOnsibmFtZSI6IkFOTkEgQU5HIiwiZ3Jhdml0eSI6InNvdXRoZWFzdCJ9fX19,1.0,3.0,441.0,RM 4/sqft,1.0,non bumi lot,condominium,0.0022675736961451248
Norton Garden Semi D @ Eco Grandeur,"Bandar Puncak Alam, Selangor",4.0,"Basic Unit Norton Garden Eco Grandeur, Puncak Alam","Norton Garden Semi D @ Eco Grandeur, Bandar Puncak Alam, Selangor","FOR RENTAL : NORTON GARDEN ECO GRANDEUR, PUNCAK ALAM
================================
DETAILS & FEATURES:
Type : 2 Storey Semi Detached
Land Area : 2,400 sqft (30x80ft)
Built up : 2,515...",https://d5dkjitd3iude.cloudfront.net/eyJidWNrZXQiOiJ3d3cudGhlZWRnZXByb3BlcnR5LmNvbS5teSIsImtleSI6InMzZnMtcHVibGljXC82MjYzMF8xNzM3MjEwNDYzXzVFZGdQcm81X2ltZ18yMDI1MDExOF8yMjE4NDZfMjM4XzAuanBnIiwidmVyc2lvbiI6IjEiLCJlZGl0cyI6eyJyZXNpemUiOnsiZml0Ijoib3V0c2lkZSIsImhlaWdodCI6NzIwfSwiVEVQV2F0ZXJtYXJrIjp7Im9wdGlvbnMiOnsibmFtZSI6Ik5JWkFNIEhBWldBTiIsImdyYXZpdHkiOiJzb3V0aGVhc3QifX19fQ==,4.0,5.0,2515.0,RM 1/sqft,2.0,,bungalow / detached house,0.0015904572564612327
One KL,"Jalan Pinang, 50450, Kuala Lumpur, KLCC, Kuala Lumpur",4.0,One KL,"One Kl, Klcc, Kuala Lumpur","One KL @ KLCC Condominium For Rent
- 3285 sq.ft
- 3 + 2 bedrooms
- 4 bathrooms
- 2 car parks
- Rental
RM17000 Fully furnished
RM15000 Partly furnished
Please contact Tom Ip +6012-6550399 for viewing appointment",https://d5dkjitd3iude.cloudfront.net/eyJidWNrZXQiOiJ3d3cudGhlZWRnZXByb3BlcnR5LmNvbS5teSIsImtleSI6InMzZnMtcHVibGljXC8yNTgzMl8xNzQ1MjM2ODgyXzVFZGdQcm81XzJlZWJhYzg0NDBjZjQ0MDlhZDMwNWY1MmNhYzg5NzUxXzAuanBlZyIsInZlcnNpb24iOiIxIiwiZWRpdHMiOnsicmVzaXplIjp7ImZpdCI6Im91dHNpZGUiLCJoZWlnaHQiOjcyMH0sIlRFUFdhdGVybWFyayI6eyJvcHRpb25zIjp7Im5hbWUiOiJUT00gSVAiLCJncmF2aXR5Ijoic291dGhlYXN0In19fX0=,4.0,5.0,3285.0,RM 4/sqft,2.0,non bumi lot,condominium,0.0012176560121765602
Panorama Residences,"43701, Selangor, Kelana Jaya, Selangor",2.0,Panorama Residences,"Panorama Residences, Kelana Jaya, Selangor","FOR RENT : FACING GOLF PANORAMA RESIDENCES, PETALING JAYA
================================
DETAILS & FEATURES:
Type : Condominium Corner Unit
Built up : 1,030 sqft
3 Bedrooms | 2 Bath...",https://d5dkjitd3iude.cloudfront.net/eyJidWNrZXQiOiJ3d3cudGhlZWRnZXByb3BlcnR5LmNvbS5teSIsImtleSI6InMzZnMtcHVibGljXC82MjYzMF8xNzQ4MjI1ODk2XzVFZGdQcm81X3Bob3RvXzIwMjUwNTI2XzEwMTUwNF8wLmpwZyIsInZlcnNpb24iOiIxIiwiZWRpdHMiOnsicmVzaXplIjp7ImZpdCI6Im91dHNpZGUiLCJoZWlnaHQiOjcyMH0sIlRFUFdhdGVybWFyayI6eyJvcHRpb25zIjp7Im5hbWUiOiJOSVpBTSBIQVpXQU4iLCJncmF2aXR5Ijoic291dGhlYXN0In19fX0=,2.0,3.0,1030.0,RM 4/sqft,2.0,,condominium,0.001941747572815534
Pavilion Hilltop,"Jalan Cangkat Duta Kiara Off Jalan Duta Kiara, 50480, Kuala Lumpur, Mont Kiara, Kuala Lumpur",5.0,Pavilion Hilltop,"Pavilion Hilltop, Mont Kiara, Kuala Lumpur","Pavilion Hilltop Condominium For Rent at Mont Kiara
- 2767 sqft
- 4+1 bedrooms
- 5 bathrooms
- 3 car parks
- Fully furnished
- RM14,000
Please contact Tom for more information & viewing appointment.
+6012-6550399",https://d5dkjitd3iude.cloudfront.net/eyJidWNrZXQiOiJ3d3cudGhlZWRnZXByb3BlcnR5LmNvbS5teSIsImtleSI6InMzZnMtcHVibGljXC8yNTgzMl8xNzEwNjQ1ODM4XzVFZGdQcm81X3doYXRzYXBwaW1hZ2UyMDI0MDIyMmF0Ni4wOS40OXBtMV8wLmpwZWciLCJ2ZXJzaW9uIjoiMSIsImVkaXRzIjp7InJlc2l6ZSI6eyJmaXQiOiJvdXRzaWRlIiwiaGVpZ2h0Ijo3MjB9LCJURVBXYXRlcm1hcmsiOnsib3B0aW9ucyI6eyJuYW1lIjoiVE9NIElQIiwiZ3Jhdml0eSI6InNvdXRoZWFzdCJ9fX19,5.0,5.0,2767.0,RM 5/sqft,3.0,non bumi lot,condominium,0.0018070112034694614
Pavilion Hilltop,"Jalan Cangkat Duta Kiara Off Jalan Duta Kiara, 50480, Kuala Lumpur, Mont Kiara, Kuala Lumpur",4.0,Pavilion Hilltop,"Pavilion Hilltop, Mont Kiara, Kuala Lumpur","Pavilion Hilltop Condominium For Rent at Mont Kiara
- 1830 sqft
- 4+1 bedrooms
- 4 bathrooms
- 2 car parks
- Fully furnished
- RM7500
Please contact Tom for more information & viewing appointment.
+6012-6550399",https://d5dkjitd3iude.cloudfront.net/eyJidWNrZXQiOiJ3d3cudGhlZWRnZXByb3BlcnR5LmNvbS5teSIsImtleSI6InMzZnMtcHVibGljXC8yNTgzMl8xNzE0NDQ1Mzk4XzVFZGdQcm81X3doYXRzYXBwaW1hZ2UyMDI0MDQyOWF0My4xMy4xOXBtXzAuanBlZyIsInZlcnNpb24iOiIxIiwiZWRpdHMiOnsicmVzaXplIjp7ImZpdCI6Im91dHNpZGUiLCJoZWlnaHQiOjcyMH0sIlRFUFdhdGVybWFyayI6eyJvcHRpb25zIjp7Im5hbWUiOiJUT00gSVAiLCJncmF2aXR5Ijoic291dGhlYXN0In19fX0=,4.0,5.0,1830.0,RM 4/sqft,2.0,non bumi lot,condominium,0.002185792349726776
Pavilion Hilltop,"Jalan Cangkat Duta Kiara Off Jalan Duta Kiara, 50480, Kuala Lumpur, Mont Kiara, Kuala Lumpur",4.0,Pavilion Hilltop,"Pavilion Hilltop, Mont Kiara, Kuala Lumpur","Pavilion Hilltop Mont Kiara Condominium For Rent
- 1830sf
- 4+1 bedroom
- 4 bathroom
- 2 carpark
- Partly furnished
- Rent RM7000
Please contact Tom Ip +6012-655 0399 for viewing arrangement",https://d5dkjitd3iude.cloudfront.net/eyJidWNrZXQiOiJ3d3cudGhlZWRnZXByb3BlcnR5LmNvbS5teSIsImtleSI6InMzZnMtcHVibGljXC8yNTgzMl8xNzE0NjQyMTg4XzVFZGdQcm81X3doYXRzYXBwaW1hZ2UyMDI0MDUwMmF0NS4yNi4wNXBtXzAuanBlZyIsInZlcnNpb24iOiIxIiwiZWRpdHMiOnsicmVzaXplIjp7ImZpdCI6Im91dHNpZGUiLCJoZWlnaHQiOjcyMH0sIlRFUFdhdGVybWFyayI6eyJvcHRpb25zIjp7Im5hbWUiOiJUT00gSVAiLCJncmF2aXR5Ijoic291dGhlYXN0In19fX0=,4.0,5.0,1830.0,RM 3/sqft,2.0,non bumi lot,condominium,0.002185792349726776
Pavilion Hilltop,"Jalan Cangkat Duta Kiara Off Jalan Duta Kiara, 50480, Kuala Lumpur, Mont Kiara, Kuala Lumpur",5.0,Pavilion Hilltop,"Pavilion Hilltop, Mont Kiara, Kuala Lumpur","Pavilion Hilltop Mont Kiara Condominium For Rent
满家乐高级公寓出租
- 2702 sq.ft
- 4+1 bedrooms
- 5+1 bathrooms
- 3 car park
- Fully furnished
- Rent RM15K
Please contact Tom Ip +6012-6550399 for viewing arrangement",https://d5dkjitd3iude.cloudfront.net/eyJidWNrZXQiOiJ3d3cudGhlZWRnZXByb3BlcnR5LmNvbS5teSIsImtleSI6InMzZnMtcHVibGljXC8yNTgzMl8xNzE0NjQzMzQ0XzVFZGdQcm81X3doYXRzYXBwaW1hZ2UyMDI0MDQyNGF0OS4wNi4zNGFtMl8wLmpwZWciLCJ2ZXJzaW9uIjoiMSIsImVkaXRzIjp7InJlc2l6ZSI6eyJmaXQiOiJvdXRzaWRlIiwiaGVpZ2h0Ijo3MjB9LCJURVBXYXRlcm1hcmsiOnsib3B0aW9ucyI6eyJuYW1lIjoiVE9NIElQIiwiZ3Jhdml0eSI6InNvdXRoZWFzdCJ9fX19,5.0,5.0,2702.0,RM 5/sqft,3.0,,condominium,0.001850481125092524
Pavilion Hilltop,"Jalan Cangkat Duta Kiara Off Jalan Duta Kiara, 50480, Kuala Lumpur, Mont Kiara, Kuala Lumpur",5.0,Pavilion Hilltop,"Pavilion Hilltop, Mont Kiara, Kuala Lumpur","Pavilion Hilltop Mont Kiara Condominium For Rent
满家乐高级公寓出租
- 2702 sq.ft
- 4+1 bedrooms
- 5+1 bathrooms
- 3 car park
- Fully furnished
- Rent RM12K
Please contact Tom Ip +6012-6550399 for viewing arrangement",https://d5dkjitd3iude.cloudfront.net/eyJidWNrZXQiOiJ3d3cudGhlZWRnZXByb3BlcnR5LmNvbS5teSIsImtleSI6InMzZnMtcHVibGljXC8yNTgzMl8xNzE0ODIwMTU3XzVFZGdQcm81X3doYXRzYXBwaW1hZ2UyMDI0MDUwNGF0MS41OC40OHBtXzAuanBlZyIsInZlcnNpb24iOiIxIiwiZWRpdHMiOnsicmVzaXplIjp7ImZpdCI6Im91dHNpZGUiLCJoZWlnaHQiOjcyMH0sIlRFUFdhdGVybWFyayI6eyJvcHRpb25zIjp7Im5hbWUiOiJUT00gSVAiLCJncmF2aXR5Ijoic291dGhlYXN0In19fX0=,5.0,5.0,2702.0,RM 4/sqft,3.0,,condominium,0.001850481125092524
Pavilion Hilltop,"Jalan Cangkat Duta Kiara Off Jalan Duta Kiara, 50480, Kuala Lumpur, Mont Kiara, Kuala Lumpur",5.0,Pavilion Hilltop,"Pavilion Hilltop, Mont Kiara, Kuala Lumpur","Pavilion Hilltop Mont Kiara Condominium For Rent
满家乐高级公寓出租
- 2702 sq.ft
- 4+1 bedrooms
- 5+1 bathrooms
- 3 car park
- Fully furnished
- Rent RM10K
Please contact Tom Ip +6012-6550399 for viewing arrangement",https://d5dkjitd3iude.cloudfront.net/eyJidWNrZXQiOiJ3d3cudGhlZWRnZXByb3BlcnR5LmNvbS5teSIsImtleSI6InMzZnMtcHVibGljXC8yNTgzMl8xNzE0OTYwMDA4XzVFZGdQcm81X3doYXRzYXBwaW1hZ2UyMDI0MDUwNGF0MS41OC4wNnBtXzAuanBlZyIsInZlcnNpb24iOiIxIiwiZWRpdHMiOnsicmVzaXplIjp7ImZpdCI6Im91dHNpZGUiLCJoZWlnaHQiOjcyMH0sIlRFUFdhdGVybWFyayI6eyJvcHRpb25zIjp7Im5hbWUiOiJUT00gSVAiLCJncmF2aXR5Ijoic291dGhlYXN0In19fX0=,5.0,5.0,2702.0,RM 3/sqft,3.0,,condominium,0.001850481125092524
Pavilion Hilltop,"Jalan Cangkat Duta Kiara Off Jalan Duta Kiara, 50480, Kuala Lumpur, Mont Kiara, Kuala Lumpur",4.0,Pavilion Hilltop,"Pavilion Hilltop, Mont Kiara, Kuala Lumpur","Pavilion Hilltop Mont Kiara Condominium For Rent
- 1830sf
- 4+1 bedroom
- 4 bathroom
- 2 carpark
- Fully furnished
- Rent RM7000
Please contact Tom Ip +6012-655 0399 for viewing arrangement",https://d5dkjitd3iude.cloudfront.net/eyJidWNrZXQiOiJ3d3cudGhlZWRnZXByb3BlcnR5LmNvbS5teSIsImtleSI6InMzZnMtcHVibGljXC8yNTgzMl8xNzE2OTcwMDk4XzVFZGdQcm81X3doYXRzYXBwaW1hZ2UyMDI0MDUyOWF0MTIuMzguMDhwbV8wLmpwZWciLCJ2ZXJzaW9uIjoiMSIsImVkaXRzIjp7InJlc2l6ZSI6eyJmaXQiOiJvdXRzaWRlIiwiaGVpZ2h0Ijo3MjB9LCJURVBXYXRlcm1hcmsiOnsib3B0aW9ucyI6eyJuYW1lIjoiVE9NIElQIiwiZ3Jhdml0eSI6InNvdXRoZWFzdCJ9fX19,4.0,5.0,1840.0,RM 3/sqft,2.0,non bumi lot,condominium,0.002173913043478261
Pavilion Hilltop,"Jalan Cangkat Duta Kiara Off Jalan Duta Kiara, 50480, Kuala Lumpur, Mont Kiara, Kuala Lumpur",4.0,Pavilion Hilltop,"Pavilion Hilltop, Mont Kiara, Kuala Lumpur","Pavilion Hilltop Mont Kiara Condominium For Rent
- 1830sf
- 4+1 bedroom
- 4 bathroom
- 2 carpark
- Fully furnished
- Rent RM7000
Please contact Tom Ip +6012-655 0399 for viewing arrangement",https://d5dkjitd3iude.cloudfront.net/eyJidWNrZXQiOiJ3d3cudGhlZWRnZXByb3BlcnR5LmNvbS5teSIsImtleSI6InMzZnMtcHVibGljXC9zdHlsZXNcLzI1ODMyXzE3Mjg4OTgwMTZfNUVkZ1BybzVfMjU4MzJfMTcxNjk3MDA5OF81ZWRncHJvNV93aGF0c2FwcGltYWdlMjAyNDA1MjlhdDEyLjM4LjA4cG0xXzAuanBlZyIsInZlcnNpb24iOiIxIiwiZWRpdHMiOnsicmVzaXplIjp7ImZpdCI6Im91dHNpZGUiLCJoZWlnaHQiOjcyMH0sIlRFUFdhdGVybWFyayI6eyJvcHRpb25zIjp7Im5hbWUiOiJUT00gSVAiLCJncmF2aXR5Ijoic291dGhlYXN0In19fX0=,4.0,5.0,1800.0,RM 3/sqft,2.0,non bumi lot,condominium,0.0022222222222222222
