Propertyname_name,Propertyname_address,Propertyname_address_url,Propertyname_price,Propertyname_price_url,Propertyname_Name,Propertyname_location,Propertyname_description,Bathroom(s),Bedroom(s),Built-up area,Built-up price,Car Parks,Land area,Land area price,Lot type,Property type,Bedroom(s)_clean,Price_clean,Bathroom(s)_clean,Builtup_area_clean,CarParks_clean,state,city,state_score,city_multiplier,location_score,Price_capped,Builtup_area_capped,CarParks_capped,location_score_capped,price_per_sqft
Taman Bukit Teratai,"Jalan Teratai 1/2, Ampang, Selangor",https://www.edgeprop.my/listing/sale/3436531/selangor/ampang/landed/townhouse/taman-bukit-teratai-ground-floor-town-house,"320,000",https://www.edgeprop.my/listing/sale/3436531/selangor/ampang/landed/townhouse/taman-bukit-teratai-ground-floor-town-house,Taman Bukit Teratai Ground Floor Town House,"Taman Bukit Teratai, Ampang, Selangor","******************************************************************
Please call now for viewing arrangement 019-276 8668 (Wang)
******************************************************************
Ground Floor Town House @ Taman Bukit Teratai
nearby Taman Mega Jaya, Taman Muda, Taman Melur, Pandan Mewah and Pandan Ind...",2 B,3 BR,- sqft,RM -,,,,Non Bumi Lot,Town House,3.0,320000.0,2.0,2207.0,2.0,Selangor,Ampang,0.95,0.8,0.76,320000.0,2207.0,2.0,0.76,144.99320344358858
Taman Bunga Melor,"Klang, Selangor",https://www.edgeprop.my/listing/sale/3330195/selangor/klang/landed/terracehouse/batu-belah-klang-double-storey-terrace-house-for-sale,"650,000",https://www.edgeprop.my/listing/sale/3330195/selangor/klang/landed/terracehouse/batu-belah-klang-double-storey-terrace-house-for-sale,Batu Belah Klang Double Storey Terrace House For Sale,"Taman Bunga Melor, Klang, Selangor","Taman Bunga Melor, Klang
Double Storey Terrace House
For Sale at only RM 650,000
Rent at only RM 2,300
#About the Prope...",3 B,4 BR,"2,200 sqft",RM 295/sqft,,,,Non Bumi Lot,Terrace House,4.0,650000.0,3.0,2200.0,2.0,Selangor,Klang,0.95,0.95,0.9025,650000.0,2200.0,2.0,0.9025,295.45454545454544
Taman Cenderawasih Indah,"Jalan Cenderawasih, Nibong Tebal, Penang",https://www.edgeprop.my/listing/sale/3430225/penang/nibong_tebal/landed/terracehouse/nibong-tebal-double-storey-terrace-cenderawasih-indah-for-sale,"500,000",https://www.edgeprop.my/listing/sale/3430225/penang/nibong_tebal/landed/terracehouse/nibong-tebal-double-storey-terrace-cenderawasih-indah-for-sale,Nibong Tebal Double Storey Terrace Cenderawasih Indah For Sale,"Taman Cenderawasih Indah, Nibong Tebal, Penang","Nibong Tebal Double Storey Terrace For Sale FULL LOAN
Nibong Tebal Double Storey Terrace For Sale
Well Maintain
Partially Renovated
Good Location
Prime...",3 B,4 BR,- sqft,RM -,,,,Non Bumi Lot,Terrace House,4.0,500000.0,3.0,2207.0,2.0,Penang,Nibong Tebal,0.95,0.8,0.76,500000.0,2207.0,2.0,0.76,226.55188038060717
Taman Cheras,"Off Jalan Cheras, Cheras, Kuala Lumpur",https://www.edgeprop.my/listing/sale/3403686/kuala_lumpur/cheras/landed/terracehouse/taman-cheras-freehold-2-sty-with-security.beside-tmn-yulek,"630,000",https://www.edgeprop.my/listing/sale/3403686/kuala_lumpur/cheras/landed/terracehouse/taman-cheras-freehold-2-sty-with-security.beside-tmn-yulek,"Taman Cheras, Freehold 2 Sty, With Security.Beside Tmn Yulek","Taman Cheras, Cheras, Kuala Lumpur","Taman Cheras Utama,Beside Yulek, Cheras,Taman Cheras
2 Storey Terrace Cheras Utama
Near yulek, Cheras, Kuala Lumpur.
Property Details :
- Freehold, Non Bumi Lot
- With security guard ...",2 B,4 BR,"1,300 sqft",RM 484/sqft,1 Car Park,,,Non Bumi Lot,Terrace House,4.0,630000.0,2.0,1300.0,1.0,Kuala Lumpur,Cheras,1.0,0.8,0.8,630000.0,1300.0,1.0,0.8,484.61538461538464
Taman Chi Liung,"Jalan Jerangor; Lorong Sentosa, Klang, Selangor",https://www.edgeprop.my/listing/sale/3423315/selangor/klang/landed/terracehouse/y455.-taman-chi-liung-klang-double-storey-house-20x55,"588,000",https://www.edgeprop.my/listing/sale/3423315/selangor/klang/landed/terracehouse/y455.-taman-chi-liung-klang-double-storey-house-20x55,Y455. Taman Chi Liung #Klang Double Storey House 20x55,"Taman Chi Liung, Klang, Selangor","Y455.
*Modern Designe Renovated Tip Top Condition*
*Car Porch Fully Extended*
Taman Chi Liung #Klang
Double Storey House For Sale
(Nearby Monday Pasar M...",2 B,3 BR,"2,055 sqft",RM 286/sqft,2 Car Parks,,,Non Bumi Lot,Terrace House,3.0,588000.0,2.0,2055.0,2.0,Selangor,Klang,0.95,0.95,0.9025,588000.0,2055.0,2.0,0.9025,286.13138686131384
Taman Daya,"Johor Bahru, Johor",https://www.edgeprop.my/listing/sale/3429586/johor/johor_bahru/landed/terracehouse/taman-daya-jalan-pinang-16-big-size-22-80-single-storey-for-sale,"568,000",https://www.edgeprop.my/listing/sale/3429586/johor/johor_bahru/landed/terracehouse/taman-daya-jalan-pinang-16-big-size-22-80-single-storey-for-sale,Taman Daya Jalan Pinang 16 big size 22*80 Single Storey for Sale,"Taman Daya, Johor Bahru, Johor","📍Jalan Pinang 16 @ Taman Daya
Single storey terrace house
Land size 22*80
3 bedrooms / 2 bathrooms
Intermediate unit
Freehold / International lot
Light reno...",2 B,3 BR,"1,760 sqft",RM 322/sqft,,,,Non Bumi Lot,Terrace House,3.0,568000.0,2.0,1760.0,2.0,Johor,Johor Bahru,0.9,0.9,0.81,568000.0,1760.0,2.0,0.81,322.72727272727275
Taman Desa Cemerlang,"Ulu Tiram, Johor",https://www.edgeprop.my/listing/sale/3429608/johor/ulu_tiram/landed/terracehouse/ulu-tiram-desa-cemerlang-jalan-kekabu-renovated-22-80-double-storey-for-sale,"650,000",https://www.edgeprop.my/listing/sale/3429608/johor/ulu_tiram/landed/terracehouse/ulu-tiram-desa-cemerlang-jalan-kekabu-renovated-22-80-double-storey-for-sale,Ulu Tiram Desa Cemerlang Jalan Kekabu Renovated 22*80 Double Storey for Sale,"Taman Desa Cemerlang, Ulu Tiram, Johor","#Desa_Cemerlang 全装修双层🤩不用塞红绿灯转个弯就进到 #附近还有银行商店走路就会到😍
📍Jalan Kekabu @ Taman Desa Cemerlang, Ulu Tiram
Double storey terrace house
22x80
4 Bedrooms / 3 Bathrooms
Freehold / Non...",3 B,4 BR,"1,760 sqft",RM 369/sqft,,,,Non Bumi Lot,Terrace House,4.0,650000.0,3.0,1760.0,2.0,Johor,Ulu Tiram,0.9,0.8,0.7200000000000001,650000.0,1760.0,2.0,0.7200000000000001,369.3181818181818
Taman Desa Jaya,"Kamunting, Perak",https://www.edgeprop.my/listing/sale/3420804/perak/kamunting/landed/terracehouse/taman-desa-jaya-kamunting-rumah-teres-murah-lokasi-strategik-berdekatan-bandar,"190,000",https://www.edgeprop.my/listing/sale/3420804/perak/kamunting/landed/terracehouse/taman-desa-jaya-kamunting-rumah-teres-murah-lokasi-strategik-berdekatan-bandar,"TAMAN DESA JAYA, KAMUNTING Rumah Teres Murah Lokasi Strategik Berdekatan Bandar","Taman Desa Jaya, Kamunting, Perak","TAMAN DESA JAYA, KAMUNTING PERAK
Single Storey Terrace House
1,399 SqFt
3 Bedrooms
1 Bath...",1 B,3 BR,- sqft,RM -,,,,Non Bumi Lot,Terrace House,3.0,190000.0,1.0,2207.0,2.0,Perak,Kamunting,0.85,0.8,0.68,220000.0,2207.0,2.0,0.7,99.68282736746715
Taman Desa Salak Pekerti,"JALAN DESA SALAK PEKERTI 3, Sepang, Selangor",https://www.edgeprop.my/listing/sale/3428040/selangor/sepang/landed/linkbungalow-semidetachedhouse/taman-desa-salak-pekerti-semi-detached-gated-area-single-storey-for-sale,"425,000",https://www.edgeprop.my/listing/sale/3428040/selangor/sepang/landed/linkbungalow-semidetachedhouse/taman-desa-salak-pekerti-semi-detached-gated-area-single-storey-for-sale,"Taman Desa Salak Pekerti, Semi Detached Gated Area Single Storey For Sale","Taman Desa Salak Pekerti, Sepang, Selangor","FOR SALE : SEMI-D SINGLE STOREY TAMAN DESA SALAK PEKERTI SEPANG
PALING MURAH + FLEXIBLE DEPOSIT + OWNER AKAN CAT BARU
DETAILS PROPERTY :
- Single Storey Semi D
- Leasehold Malay Rese...",2 B,3 + 1 BR,- sqft,RM -,2 Car Parks,,,Malay Reserved,Link Bungalow / Semi-Detached,4.0,425000.0,2.0,2207.0,2.0,Selangor,Sepang,0.95,0.8,0.76,425000.0,2207.0,2.0,0.76,192.56909832351607
Taman Gaya,"Jalan Gaya, Jalan Sasa, Ulu Tiram, Johor",https://www.edgeprop.my/listing/sale/3420854/johor/ulu_tiram/landed/terracehouse/exclusive-unit-jalan-sasa-taman-gaya-for-sale,"788,000",https://www.edgeprop.my/listing/sale/3420854/johor/ulu_tiram/landed/terracehouse/exclusive-unit-jalan-sasa-taman-gaya-for-sale,"Exclusive Unit❗️ 大型装修双层排楼❗️Jalan Sasa , Taman Gaya ➡️For SALE","Taman Gaya, Ulu Tiram, Johor","EXCLUSIVE UNIT
*大型双层装修排楼来了*‼️
*📍Precinct 3A @Jln Sasa, Tmn Gaya 高雅花园🏡*
• Land Area : 24’ x 70’
• 4 +1Bedrooms 3 Bathrooms
• First Floor with Family Hall
• Freehold / No...",3 B,4 + 1 BR,- sqft,RM -,,,,Non Bumi Lot,Terrace House,5.0,788000.0,3.0,2207.0,2.0,Johor,Ulu Tiram,0.9,0.8,0.7200000000000001,788000.0,2207.0,2.0,0.7200000000000001,357.04576347983686
Taman Harmonium Utama,"Jalan Harmonium Utama, Seremban, Negeri Sembilan",https://www.edgeprop.my/listing/sale/3241606/negeri_sembilan/seremban/landed/terracehouse/taman-harmonium-utama-single-storey-for-sale,"290,000",https://www.edgeprop.my/listing/sale/3241606/negeri_sembilan/seremban/landed/terracehouse/taman-harmonium-utama-single-storey-for-sale,"Taman Harmonium Utama, Single Storey For Sale","Taman Harmonium Utama, Seremban, Negeri Sembilan","Single Storey Taman Harmonium Utama, Seremban,N.Sembilan
❤️ Taman ni bersebelah JPAM
❤️ Berdekatan dgn plaza tol ainsdale Dan plaza tol seremban
❤️ Flexible booking, boleh full loan bagi yg layak
💪🏻Termu...",2 B,3 BR,- sqft,RM -,2 Car Parks,,,Non Bumi Lot,Terrace House,3.0,290000.0,2.0,2207.0,2.0,Negeri Sembilan,Seremban,0.9,0.9,0.81,290000.0,2207.0,2.0,0.81,131.40009062075214
Taman Iskandar,"80050, Johor, Johor Bahru, Johor",https://www.edgeprop.my/listing/sale/3437537/johor/johor_bahru/landed/terracehouse/taman-iskandar-jalan-bentara-2.5-storey-unblock-roi-4.6-near-ciq-taman-iskandar-jalan-bentara-2.5-storey-unblock-roi-4.6-near-ciq,"850,000",https://www.edgeprop.my/listing/sale/3437537/johor/johor_bahru/landed/terracehouse/taman-iskandar-jalan-bentara-2.5-storey-unblock-roi-4.6-near-ciq-taman-iskandar-jalan-bentara-2.5-storey-unblock-roi-4.6-near-ciq,Taman Iskandar Jalan Bentara 2.5 Storey Unblock Roi 4.6 % Near Ciq / Taman Iskandar Jalan Bentara 2.5 Storey Unblock Roi 4.6 % Near Ciq,"Taman Iskandar, Johor Bahru, Johor","🏠Property : 2.5 Storey House | 双层半排楼
📍Location | 地点 : Taman Iskandar Jalan Bentara / Pasir Pelangi / Ciq
🛌Type : 13 Bedroom 7 Bathroom | 13 房 7 厕
📗Tenure : Freehold | 永久地契
📖Land Title : International Lot | 国际单位 |
📐Land Size : 20*70 1400 sqft | 土地面积
🧭Directions / View : Unbloc...",7 B,13 BR,- sqft,RM -,2 Car Parks,,,Non Bumi Lot,Terrace House,13.0,850000.0,7.0,2207.0,2.0,Johor,Johor Bahru,0.9,0.9,0.81,850000.0,2207.0,2.0,0.81,385.13819664703215
Taman Ixora,"Jalan Ixora, Sepang, Selangor",https://www.edgeprop.my/listing/sale/3387330/selangor/sepang/landed/terracehouse/anjung-ixora-taman-ixora-sepang-double-storey-terrace-facing-open-for-sale,"390,000",https://www.edgeprop.my/listing/sale/3387330/selangor/sepang/landed/terracehouse/anjung-ixora-taman-ixora-sepang-double-storey-terrace-facing-open-for-sale,Anjung Ixora Taman Ixora Sepang Double Storey Terrace FACING OPEN For Sale,"Taman Ixora, Sepang, Selangor","FACING OPEN Double Storey Terrace Anjung Ixora Taman Ixora Sepang
Info Hartanah :
✅ Double Storey Intermediate
✅ Leasehold (Bumi Lot)
✅ 20' x 70' | 1,500sqft (approx.)
✅ 4 Bedrooms | 3 Bath...",3 B,4 BR,"1,500 sqft",RM 260/sqft,,,,Bumi Lot,Terrace House,4.0,390000.0,3.0,1500.0,2.0,Selangor,Sepang,0.95,0.8,0.76,390000.0,1500.0,2.0,0.76,260.0
Taman Johor Jaya,"Off Lebuhraya Pasir Gudang, Johor Bahru, Johor",https://www.edgeprop.my/listing/sale/3435804/johor/johor_bahru/landed/terracehouse/johor-jaya-jalan-keembong-renovated-good-condition-single-storey-for-sale,"578,000",https://www.edgeprop.my/listing/sale/3435804/johor/johor_bahru/landed/terracehouse/johor-jaya-jalan-keembong-renovated-good-condition-single-storey-for-sale,Johor Jaya Jalan Keembong Renovated Good Condition Single Storey for Sale,"Taman Johor Jaya, Johor Bahru, Johor","很多人找的‼️ #Johor_Jaya_單層‼️
📍Jalan Keembong @ Taman Johor Jaya
Single Storey terrace house 🏠
✅22x70 (1540 sf.)
✅3 Bedrooms / 2 Bathrooms
✅Freehold / Non bumi
✅Intermedia...",2 B,3 BR,"1,400 sqft",RM 412/sqft,,,,Non Bumi Lot,Terrace House,3.0,578000.0,2.0,1400.0,2.0,Johor,Johor Bahru,0.9,0.9,0.81,578000.0,1400.0,2.0,0.81,412.85714285714283
Taman Kluang Baru,"Jalan Zakaria Dikon, Kluang, Johor",https://www.edgeprop.my/listing/sale/3416708/johor/kluang/landed/terracehouse/taman-kluang-baru-single-storey-terrace-house-for-sale-fully-renovated-full-loan-unit-below-market,"285,000",https://www.edgeprop.my/listing/sale/3416708/johor/kluang/landed/terracehouse/taman-kluang-baru-single-storey-terrace-house-for-sale-fully-renovated-full-loan-unit-below-market,"Taman Kluang Baru, Single Storey Terrace House For Sale, Fully Renovated, Full Loan Unit, Below Market","Taman Kluang Baru, Kluang, Johor","Ansuran Bulanan RM1500+-
Pembeli kali pertama boleh full loan tanpa duit muka
Lagi boleh cashout untuk cover legal fee🔥
Jalan Zakaria Dikon, Kluang Baru,
86000 Kluang, Jo...",1 B,3 BR,"1,460 sqft",RM 195/sqft,2 Car Parks,,,Non Bumi Lot,Terrace House,3.0,285000.0,1.0,1460.0,2.0,Johor,Kluang,0.9,0.8,0.7200000000000001,285000.0,1460.0,2.0,0.7200000000000001,195.2054794520548
Taman Lumba Kuda,"Jalan Lumba Kuda, Alor Setar, Kedah",https://www.edgeprop.my/listing/sale/2624287/kedah/alor_setar/landed/linkbungalow-semidetachedhouse/double-storey-semi-d-taman-lumba-kuda-alor-setar-for-sale,"539,000",https://www.edgeprop.my/listing/sale/2624287/kedah/alor_setar/landed/linkbungalow-semidetachedhouse/double-storey-semi-d-taman-lumba-kuda-alor-setar-for-sale,Double Storey Semi D Taman Lumba Kuda Alor Setar For Sale,"Taman Lumba Kuda, Alor Setar, Kedah","For Sale
Double Storey Semi D
Taman Lumba Kuda, Alor Setar
- Freehold, Non Bumi Lot
- Land Size : 2,507 sqft
- Built Up Size : 24 x 48...",3 B,4 BR,"1,920 sqft",RM 280/sqft,,,,Non Bumi Lot,Link Bungalow / Semi-Detached,4.0,539000.0,3.0,1920.0,2.0,Kedah,Alor Setar,0.85,0.85,0.7224999999999999,539000.0,1920.0,2.0,0.7224999999999999,280.7291666666667
Taman Megah Ria,"Masai, Johor",https://www.edgeprop.my/listing/sale/3432271/johor/masai/landed/terracehouse/megah-ria-jalan-dedaru-fully-extended-single-storey-for-sale,"508,000",https://www.edgeprop.my/listing/sale/3432271/johor/masai/landed/terracehouse/megah-ria-jalan-dedaru-fully-extended-single-storey-for-sale,Megah Ria Jalan Dedaru Fully Extended Single Storey for Sale,"Taman Megah Ria, Masai, Johor","📍Jalan Dedaru 1x @ Taman Megah Ria
Single Storey
20x70
3 Bedrooms / 2 Bathrooms
Freehold / Non bumi lot
Good Condition
Reno...",2 B,3 BR,"1,400 sqft",RM 362/sqft,,,,Non Bumi Lot,Terrace House,3.0,508000.0,2.0,1400.0,2.0,Johor,Masai,0.9,0.8,0.7200000000000001,508000.0,1400.0,2.0,0.7200000000000001,362.85714285714283
"Taman Mesra, Kanchong Darat","Jalan Mesra, Banting, Selangor",https://www.edgeprop.my/listing/sale/3195416/selangor/banting/landed/linkbungalow-semidetachedhouse/kanchong-darat-banting-semi-d-single-storey-fully-furnished-for-sale,"580,000",https://www.edgeprop.my/listing/sale/3195416/selangor/banting/landed/linkbungalow-semidetachedhouse/kanchong-darat-banting-semi-d-single-storey-fully-furnished-for-sale,Kanchong Darat Banting Semi D Single Storey FULLY FURNISHED For Sale,"Taman Mesra, Kanchong Darat, Banting, Selangor","FULLY FURNISHED Semi D Single Storey Kanchong Darat Banting For Sale
Details:
- Freehold
- Malay Reserve
- Land Area 3,061 sqft (80x38)
- Build Up 1,128...",3 B,3 BR,"1,128 sqft",RM 514/sqft,,,,Malay Reserved,Link Bungalow / Semi-Detached,3.0,580000.0,3.0,1128.0,2.0,Selangor,Banting,0.95,0.8,0.76,580000.0,1128.0,2.0,0.76,514.1843971631206
Taman Mutiara Galla,"Seremban, Negeri Sembilan",https://www.edgeprop.my/listing/sale/3361331/negeri_sembilan/seremban/landed/terracehouse/taman-mutiara-galla-single-storey-facing-open-for-sale,"300,000",https://www.edgeprop.my/listing/sale/3361331/negeri_sembilan/seremban/landed/terracehouse/taman-mutiara-galla-single-storey-facing-open-for-sale,Taman Mutiara Galla Single Storey Facing open For Sale,"Taman Mutiara Galla, Seremban, Negeri Sembilan","97. WTS / FOR SALE
Single Storey Terrace Taman Mutiara Galla, Seremban
✅ Facing open space
✅ Medium Cost unit
✅ Just Walk to Mas...",2 B,3 BR,"1,000 sqft",RM 300/sqft,2 Car Parks,,,Non Bumi Lot,Terrace House,3.0,300000.0,2.0,1000.0,2.0,Negeri Sembilan,Seremban,0.9,0.9,0.81,300000.0,1000.0,2.0,0.81,300.0
Taman Nuri,"Jalan Nuri 1, Nibong Tebal, Penang",https://www.edgeprop.my/listing/sale/3430237/penang/nibong_tebal/landed/terracehouse/nibong-tebal-single-storey-terrace-taman-nuri-for-sale,"350,000",https://www.edgeprop.my/listing/sale/3430237/penang/nibong_tebal/landed/terracehouse/nibong-tebal-single-storey-terrace-taman-nuri-for-sale,Nibong Tebal Single Storey Terrace Taman Nuri For Sale,"Taman Nuri, Nibong Tebal, Penang","Nibong Tebal Single Storey Terrace Taman Nuri For Sale
Nibong Tebal Single Storey Terrace
Taman Nuri
Well Maintain
Good Condition
Rare unit In m...",2 B,3 BR,- sqft,RM -,,,,Non Bumi Lot,Terrace House,3.0,350000.0,2.0,2207.0,2.0,Penang,Nibong Tebal,0.95,0.8,0.76,350000.0,2207.0,2.0,0.76,158.586316266425
Taman Pelangi Indah,"Ulu Tiram, Ulu Tiram, Johor",https://www.edgeprop.my/listing/sale/3298291/johor/ulu_tiram/landed/linkbungalow-semidetachedhouse/38ft-super-big-land-corner-lot-double-storey-semi-d-at-taman-pelangi-indah-ulu-tiram-johor,"1,280,000",https://www.edgeprop.my/listing/sale/3298291/johor/ulu_tiram/landed/linkbungalow-semidetachedhouse/38ft-super-big-land-corner-lot-double-storey-semi-d-at-taman-pelangi-indah-ulu-tiram-johor,"38ft SUPER Big Land | Corner Lot | Double Storey Semi D | at Taman Pelangi Indah, Ulu Tiram, Johor","Taman Pelangi Indah, Ulu Tiram, Johor","Jalan Lawa @ Taman Pelangi Indah
2 Storey Semi D (Corner)
For Sale: RM 1.28mil （Nego)
Address: Jalan Lawa xx
Type: Double Storey Se...",3 B,4 + 1 BR,"2,800 sqft",RM 457/sqft,,,,Non Bumi Lot,Link Bungalow / Semi-Detached,5.0,1280000.0,3.0,2800.0,2.0,Johor,Ulu Tiram,0.9,0.8,0.7200000000000001,1280000.0,2800.0,2.0,0.7200000000000001,457.14285714285717
Taman Perling,"Jalan Camar, Jalan Undan, Jalan Pekaka, Johor Bahru, Johor",https://www.edgeprop.my/listing/sale/3432534/johor/johor_bahru/landed/terracehouse/1.5-storey-terrace-at-perling-iskandar-puteri,"599,000",https://www.edgeprop.my/listing/sale/3432534/johor/johor_bahru/landed/terracehouse/1.5-storey-terrace-at-perling-iskandar-puteri,"1.5 Storey Terrace at Perling, Iskandar Puteri","Taman Perling, Johor Bahru, Johor","For Sale
1.5 Storey Terrace House @ Jln Rawa, Tmn Perling, Iskandar Puteri, 81200 Johor
- 1.5 Storey
- 5 bedrooms (original 3 bedrooms)
- ⁠2 bathr...",2 B,5 BR,- sqft,RM -,2 Car Parks,,,Non Bumi Lot,Terrace House,5.0,599000.0,2.0,2207.0,2.0,Johor,Johor Bahru,0.9,0.9,0.81,599000.0,2207.0,2.0,0.81,271.40915269596735
Taman Pinggiran USJ,"Jalan Pinggiran USJ, USJ, Selangor",https://www.edgeprop.my/listing/sale/3236622/selangor/usj/landed/terracehouse/freehold-double-storey-terrace-home-below-market-price-in-usj-subang-jaya-move-in-ready-renovated-well-maintained,"650,000",https://www.edgeprop.my/listing/sale/3236622/selangor/usj/landed/terracehouse/freehold-double-storey-terrace-home-below-market-price-in-usj-subang-jaya-move-in-ready-renovated-well-maintained,FREEHOLD DOUBLE-STOREY TERRACE HOME BELOW MARKET PRICE IN USJ SUBANG JAYA – MOVE-IN READY/RENOVATED/WELL MAINTAINED,"Taman Pinggiran USJ, USJ, Selangor","WTS / FOR SALE / UNTUK DIJUAL
[OPEN TO ALL BUYERS]
🔥 OWNER REDUCE TO NEW PRICE: RM650,000.00 ONLY
[MARKET VALUE: RM700,000.00]
🏡 FOR SALE: Renovated Double-Storey Terrace in Taman Pinggiran USJ 1, Subang Jay...",3 B,4 + 1 BR,"1,350 sqft",RM 481/sqft,,,,,Terrace House,5.0,650000.0,3.0,1350.0,2.0,Selangor,USJ,0.95,0.8,0.76,650000.0,1350.0,2.0,0.76,481.48148148148147
Taman Puchong Utama,"Puchong, Selangor",https://www.edgeprop.my/listing/sale/3268733/selangor/puchong/landed/terracehouse/taman-puchong-utama-pu9-intermediate-2-storey-house-for-sale,"509,900",https://www.edgeprop.my/listing/sale/3268733/selangor/puchong/landed/terracehouse/taman-puchong-utama-pu9-intermediate-2-storey-house-for-sale,Taman Puchong Utama (PU9) - Intermediate 2 storey house For Sale,"Taman Puchong Utama, Puchong, Selangor","If your dream is to have yr own landed property, this may the right choice for you.
Asking price is RM509,900 only at a matured part of Puchong.
Situated in good location,
- around 200-300 m walk to Lotus, McDonald's , Starbucks
- easy access to LDP to PutraJaya, Cyberjaya, Subang,...",3 B,4 BR,"1,080 sqft",RM 472/sqft,,,,Non Bumi Lot,Terrace House,4.0,509900.0,3.0,1080.0,2.0,Selangor,Puchong,0.95,0.95,0.9025,509900.0,1080.0,2.0,0.9025,472.1296296296296
Taman Putra Prima,"Off Jalan Puchong, Puchong, Selangor",https://www.edgeprop.my/listing/sale/3183453/selangor/puchong/landed/terracehouse/pp5-putra-prima-renovated-18x65-double-storey-freehold,"550,000",https://www.edgeprop.my/listing/sale/3183453/selangor/puchong/landed/terracehouse/pp5-putra-prima-renovated-18x65-double-storey-freehold,PP5 Putra Prima Renovated 18x65 Double Storey Freehold,"Taman Putra Prima, Puchong, Selangor","**LAND SIZE 18x65
**BEHIND EXTENDED WITH BUILT IN KITCHEN CABINET
**RENOVATED WITH PLASTER CEILING & BUILT IN WARDROBE
**4 BEDROOMS 3 BATHROOMS
**GATED & GUARDED COMMUNITIES
**FREEHOLD
**VIEW TO BELIE...",3 B,4 BR,"1,500 sqft",RM 366/sqft,,,,Non Bumi Lot,Terrace House,4.0,550000.0,3.0,1500.0,2.0,Selangor,Puchong,0.95,0.95,0.9025,550000.0,1500.0,2.0,0.9025,366.6666666666667
Taman Putra Prima,"Off Jalan Puchong, Puchong, Selangor",https://www.edgeprop.my/listing/sale/3371604/selangor/puchong/landed/terracehouse/taman-putra-prima-pp5-double-storey-20x70,"650,000",https://www.edgeprop.my/listing/sale/3371604/selangor/puchong/landed/terracehouse/taman-putra-prima-pp5-double-storey-20x70,Taman Putra Prima PP5 Double Storey 20x70,"Taman Putra Prima, Puchong, Selangor","**2 STY INTERMEDIATE HOUSE
**LAND SIZE 20x70
**BEHIND EXTENDED WITH BUILT IN KITCHEN CABINET
**4 BEDROOMS 3 BATHROOMS
**GATED & GUARDED COMMUNITIES
**FREEHOLD
**VIEW TO BELIE...",3 B,4 BR,"1,400 sqft",RM 464/sqft,,,,Non Bumi Lot,Terrace House,4.0,650000.0,3.0,1400.0,2.0,Selangor,Puchong,0.95,0.95,0.9025,650000.0,1400.0,2.0,0.9025,464.2857142857143
Taman Putra Prima,"Off Jalan Puchong, Puchong, Selangor",https://www.edgeprop.my/listing/sale/3388415/selangor/puchong/landed/terracehouse/double-storey-taman-putra-prima-pp5-22x75,"685,000",https://www.edgeprop.my/listing/sale/3388415/selangor/puchong/landed/terracehouse/double-storey-taman-putra-prima-pp5-22x75,Double Storey Taman Putra Prima PP5 22x75,"Taman Putra Prima, Puchong, Selangor","**2 STY INTERMEDIATE HOUSE
**LAND SIZE 22x75
**BIG CAR PORCH
**COMES WITH KITCHEN CABINET
**4 BEDROOMS 3 BATHROOMS 1 STOREROOM
**GATED & GUARDED COMMUNITIES
**FR...",3 B,4 + 1 BR,"1,650 sqft",RM 415/sqft,2 Car Parks,,,Non Bumi Lot,Terrace House,5.0,685000.0,3.0,1650.0,2.0,Selangor,Puchong,0.95,0.95,0.9025,685000.0,1650.0,2.0,0.9025,415.1515151515151
Taman Putri Kulai,"Jalan Sri Putri 6/11, Kulai, Johor",https://www.edgeprop.my/listing/sale/3431648/johor/kulai/landed/lowcosthouse/taman-putri-kulai-double-storey-low-cost-house-for-sale-rumah-murah-2-tingkat-dijual,"328,000",https://www.edgeprop.my/listing/sale/3431648/johor/kulai/landed/lowcosthouse/taman-putri-kulai-double-storey-low-cost-house-for-sale-rumah-murah-2-tingkat-dijual,"Taman Putri Kulai, Double Storey Low Cost House For Sale, Rumah Murah 2 Tingkat Dijual","Taman Putri Kulai, Kulai, Johor","Jalan Sri Putri 6/11, Taman Putri Fasa 6,
81000 Kulai, Johor Bahru.
Double Storey Low Cost
775sqft
14x55
2 B...",1 B,2 BR,775 sqft,RM 423/sqft,1 Car Park,,,Bumi Lot,Low-Cost House,2.0,328000.0,1.0,775.0,1.0,Johor,Kulai,0.9,0.8,0.7200000000000001,328000.0,775.0,1.0,0.7200000000000001,423.2258064516129
Taman Rinting,"Jalan Meranti 19, Masai, Johor",https://www.edgeprop.my/listing/sale/3431678/johor/masai/landed/lowcosthouse/jalan-meranti-taman-rinting-masai-double-storey-house-for-sale-rumah-murah-2-tingkat-dijual-renovated-full-loan-unit,"385,000",https://www.edgeprop.my/listing/sale/3431678/johor/masai/landed/lowcosthouse/jalan-meranti-taman-rinting-masai-double-storey-house-for-sale-rumah-murah-2-tingkat-dijual-renovated-full-loan-unit,"Jalan Meranti Taman Rinting Masai, Double Storey House For Sale, Rumah Murah 2 Tingkat Dijual, Renovated, Full Loan Unit","Taman Rinting, Masai, Johor","Jalan Meranti 19, Taman Rinting,
81750 Masai, Johor
Double Storey Low Cost
3 Bedroom
1 Bathroom
8...",1 B,3 BR,839 sqft,RM 458/sqft,1 Car Park,,,Bumi Lot,Low-Cost House,3.0,385000.0,1.0,839.0,1.0,Johor,Masai,0.9,0.8,0.7200000000000001,385000.0,839.0,1.0,0.7200000000000001,458.87961859356375
